ID,Hospital Name,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,Score,District,Risk
920,"Benitez, Nguyen and Dodson Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
921,Hinton-Fowler Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
922,Braun Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
923,Simpson-Hardin Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
924,Weaver and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
925,"Wong, Davis and Smith General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
926,"Miller, Stone and Phillips General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
927,Kelly-Johnson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
928,Collins-Ashley Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
929,Arnold Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
930,Miller-Thompson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
931,"Jones, Greene and Castro Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
932,King Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
933,"Andrade, Robinson and Smith General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
934,Carter-Cross Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
935,"Mitchell, Carroll and Chung Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
936,Gallagher-Nielsen Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
937,"Pittman, Robinson and Burgess General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
938,Hill Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
939,Chandler PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
940,Valdez-Rodriguez Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
941,Huber Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
942,Hill and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
943,Cline-Robinson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
944,Woods Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
945,King-Allen Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
946,Kelly-Clark General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
947,Wright Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
948,Smith Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
949,Miller PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
950,"Erickson, Valdez and Clark General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
951,Pope General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
952,Nunez-Brown General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
953,Riley Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
954,Harris Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
955,"Norris, Hall and Martin Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
956,Weaver PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
957,Rodriguez Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
958,Brown Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
959,Miller-Preston Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
960,"Williams, Howell and Washington Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
961,Chambers-Ramos General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
962,Flores General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
963,Norton Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
964,Reynolds and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
965,"Wood, Rose and Page Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
966,"Moore, Howell and Booker Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
967,Dennis-Robbins Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
968,"Vega, Chen and Cain Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
969,Roth-Aguilar Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
970,Williams-Crawford Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
971,"Wiggins, Sanchez and Arnold Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
972,Carter-Hutchinson General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
973,Thornton Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
974,Scott-Griffin Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
975,"Smith, Reed and Lewis General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
976,Lee PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
977,Nelson-Ferguson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
978,Haney-Byrd Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
979,Hensley-King Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
980,Bishop Inc Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
981,Walton and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
982,Edwards-Sanchez Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
983,Peterson-Anthony General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
984,Hall-Gates Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
985,"Martinez, Mcconnell and Mann Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
986,Green-Hill General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
987,Johnson and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
988,Frazier-Braun General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
989,Patel-Rowe Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
990,"Taylor, Fisher and French Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
991,"Hayes, West and Norris Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
992,Meyer-Chavez Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
993,"Munoz, Clark and Lucas General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
994,Espinoza-Newman General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
995,Serrano-Stevens Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
996,"Thomas, Russell and Patel General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
997,Jones PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
998,Roberts-Chandler Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
999,"Davis, Gutierrez and Whitehead General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1000,"Jennings, Moss and Maxwell Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1001,Roberts and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1002,Sanders-Rodriguez General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1003,Price-Hill Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1004,Green General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1005,"Collins, Mccormick and Graham General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1006,Garcia General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1007,Lambert-Daniels Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1008,Mcclure-Brown General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1009,Vasquez-Lopez General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1010,Perez Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1011,White General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1012,White-Allison Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1013,"Clark, Johnson and Mcintyre General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1014,Kelly-Cox Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1015,"Barnes, Harris and Johnson Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1016,"Rogers, Perry and Perry Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1017,"Gaines, Rubio and Conway General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1018,Hurley-Robinson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1019,Nolan-Moore Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1020,Patton-Cooper General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1021,Perry-Steele Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1022,"Benitez, Mclaughlin and Hartman Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1023,Green-Mcbride General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1024,"Herrera, Davis and Jarvis Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1025,"Baxter, Mills and Dean Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1026,"Mcdonald, Cook and Baker Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1027,"Hutchinson, West and Johnson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1028,Dennis and Sons Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1029,Mason-Martin General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1030,Olson and Sons Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1031,Cook PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1032,Villa and Sons Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1033,"Smith, Villanueva and Ramirez Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1034,"Jones, Calderon and Pitts Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1035,Edwards PLC General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1036,"Garcia, Wolf and Simmons Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1037,Adams Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1038,Ruiz Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1039,Hall Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1040,Rodriguez-Mason Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1041,"Reilly, Sellers and Schmidt Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1042,Christian-Stokes Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1043,Hill-Newman Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1044,Fuller-Adams Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1045,"Jackson, Cantu and Yates Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1046,"Gonzales, Haas and Robinson Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1047,"Mitchell, Conley and Patel Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1048,Gilmore Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1049,Chavez-Harris Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1050,Williams PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1051,Whitehead Inc Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1052,Hurst-Rowe Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1053,"Larson, Nichols and Allen Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1054,Hunter Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1055,Martinez Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1056,Mason-Jones General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1057,Cardenas Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1058,"Wang, Richardson and Simpson Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1059,Johnson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1060,Gamble-Sandoval Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1061,Berry PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1062,"Long, Carpenter and Watts Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1063,Holland Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1064,Schultz-Kelly Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1065,Wallace-Webster General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1066,Scott PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1067,Hudson-Bryant Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1068,Anderson Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1069,"Delacruz, Wilson and Melendez Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1070,"Rogers, Pope and Bradford Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1071,"Anderson, Moody and Mendez Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1072,Page Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1073,"Kelly, Espinoza and Robinson Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1074,Jackson-Reynolds Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1075,"Gonzalez, Williams and Diaz Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1076,Key-Norman Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1077,"Perkins, Ramirez and Love Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1078,"Nunez, Castillo and Mullen Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1079,"Snow, Adams and Maldonado Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1080,"Carroll, Garner and Moon General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1081,Olson-Miller Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1082,Smith Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1083,"Bauer, Villegas and Henderson General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1084,Deleon Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1085,Harris Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1086,Gray Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1087,Kent and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1088,Pierce PLC Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1089,Moore-Doyle Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1090,Durham-Harris General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1091,"Mcbride, Thompson and Vasquez Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1092,Anderson-Fernandez General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1093,Combs-Strickland Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1094,Morton-Peterson Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1095,Norris-Farmer Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1096,Espinoza-Bell Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1097,Marshall-Briggs Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1098,"Gilbert, Hall and Ramirez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1099,"Davenport, Morgan and Kim Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1100,Harrison General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1101,Salinas-Hill General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1102,Leonard PLC Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1103,Sloan Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1104,Rhodes Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1105,Carrillo PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1106,Young-Ponce Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1107,"Mahoney, Collins and Griffin Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1108,Neal-Reid General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1109,"Foster, Hines and Coleman General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1110,Harvey-Parker Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1111,Rivas Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1112,"Malone, Reyes and Thomas Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1113,Williams-Keller Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1114,Pearson Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1115,Robertson and Sons Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1116,Medina Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1117,Johnson-Pena Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1118,Ashley and Sons Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1119,Riley General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1120,"Rivera, Hughes and Bright General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1121,Duran-Joseph Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1122,"Reed, Johnson and Porter Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1123,"Smith, White and Salinas Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1124,Hughes-Lucas Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1125,Harrington-Herrera Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1126,"Khan, Harris and Mason General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1127,"Rogers, Martinez and Cummings Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1128,Williams-Gutierrez Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1129,Foster-Stevens Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1130,Johnston Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1131,Townsend Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1132,"Byrd, Diaz and Haley Medical Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1133,"Perez, Juarez and White Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1134,"Silva, Hood and Hood Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1135,Duffy Inc Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1136,"Donovan, Bates and Elliott Hospital Group",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1137,Patel PLC Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1138,"Morrison, Kane and Mcdonald Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1139,"Mckay, Torres and Gonzalez General Hospital",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1140,"Cameron, Reynolds and Kim Medical Center",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1141,Warner and Sons General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1142,Ray Inc General Hospital,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,4,Low
1143,Hess Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,2,Low
1144,Melton Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,3,Low
1145,Nelson-Jones Medical Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,1,Low
1146,Fischer-Dennis Hospital Group,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
1147,Johnson-Anderson Medical Center,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,280,5,Low
